product_name,image_url,url,price
Springfield,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5da92c94679bd.jpg",https://www.glassesshop.com/eyeglasses/fm1408,$24.95
Labrador,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ff9da1df35.jpg",https://www.glassesshop.com/eyeglasses/fp1989,$12.95
Flushing,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202006/5ee87209d7257.jpg",https://www.glassesshop.com/eyeglasses/fp1973,$12.95
Averies,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b4231106.jpg",https://www.glassesshop.com/eyeglasses/fp1830,$19.95
Endicott,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ffa72dbb0e.jpg",https://www.glassesshop.com/eyeglasses/fz1392,$29.95
Buffalo,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201801/5a6581ecbd7f1.jpg",https://www.glassesshop.com/eyeglasses/fp1560,$24.95
Miami,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201808/5b873cb02e60f.jpg",https://www.glassesshop.com/eyeglasses/fz0983,$29.95
BowlingGreen,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201709/59c9aad199397.jpg",https://www.glassesshop.com/eyeglasses/fp0917,$29.95
Bernardino,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201911/5dca2079a4b43.jpg",https://www.glassesshop.com/eyeglasses/sup0747,$34.95
Brentwood,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5da92cdf68fb3.jpg",https://www.glassesshop.com/eyeglasses/fp1975,$24.95
Spender,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc806c83858d.jpg",https://www.glassesshop.com/eyeglasses/sup0632,$19.95
Enoch,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b0fae276f84e.jpg",https://www.glassesshop.com/eyeglasses/fz1158,$29.95
Hayden,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201611/582e611cecfb5.jpg",https://www.glassesshop.com/eyeglasses/fp1239,$24.95
Virgo,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e4366f95ffae.jpg",https://www.glassesshop.com/eyeglasses/fm1432,$29.95
Cooksville,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201803/5ab495953edf7.jpg",https://www.glassesshop.com/eyeglasses/fp1566,$24.95
Mandy,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c58d5a53.jpg",https://www.glassesshop.com/eyeglasses/fz1090,$29.95
Ventura,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e377fd1a54db.jpg",https://www.glassesshop.com/eyeglasses/fz1407,$44.95
Rosemary,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202001/5e0eb45f026a5.jpg",https://www.glassesshop.com/eyeglasses/sup0755,$29.95
Annapolis,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202001/5e0eb61ac3537.jpg",https://www.glassesshop.com/eyeglasses/sup0784,$29.95
Broderick,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c3403882645e.jpg",https://www.glassesshop.com/eyeglasses/sm0878,$12.95
Ben,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b3dcfcc49a86.jpg",https://www.glassesshop.com/eyeglasses/fp1722,$39.95
Alturas,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e377f4d9cb97.jpg",https://www.glassesshop.com/eyeglasses/fm1417,$29.95
Morgan,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5ccf9668bc29a.jpg",https://www.glassesshop.com/eyeglasses/sup0656,$29.95
Willie,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc510972368.jpg",https://www.glassesshop.com/eyeglasses/sm0862,$19.95
Beulah,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5daeb8bb49037.jpg",https://www.glassesshop.com/eyeglasses/fz1247,$29.95
Earl,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201806/5b10dff95b48f.jpg",https://www.glassesshop.com/eyeglasses/fp1663,$19.95
Kelowna,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e4598958f4c.jpg",https://www.glassesshop.com/eyeglasses/fp1411,$19.95
Nicole,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c2d210b5.jpg",https://www.glassesshop.com/eyeglasses/fz1084,$19.95
Holt,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201708/59841308cc508.jpg",https://www.glassesshop.com/eyeglasses/fp1401,$19.95
Watertown,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201903/5c99cd4246eda.jpg",https://www.glassesshop.com/eyeglasses/fp1805,$19.95
